active_power,reactive_power,v_mag_est,v_ang_est,result_f
"[0.0, 20.774360863473728, 111.18494103888546, 52.799511705212325, 7.821078480915981, 9.95454829737409, 0.0, 0.0, 33.282408321697716, 8.080582313312636, 3.726884294583827, 5.111807300781096, 10.92534646023251, 15.190096583660807]","[0.0, 10.560873118710035, 20.746695178003748, -3.896840357848846, 1.7896172870134084, 7.99183271904167, 0.0, 0.0, 15.02815148253669, 6.034029749661006, 1.5840591410866207, 1.8018637540044935, 5.8531747920202335, 4.453979864695522]","[1.0599995987214668, 1.0576613471302743, 1.0213206534514705, 1.022231288852948, 1.027798452604918, 1.0366413515816761, 1.0256034290623361, 1.0599974158107184, 1.0072459553107085, 1.0047533927054682, 1.0169189145152375, 1.0213068729702142, 1.0155160114789823, 0.992664005069746]","[0.0, -0.04944124892017546, -0.20730973617367937, -0.15554326382110487, -0.1298664657588113, -0.22939811833713344, -0.21273693691578718, -0.2127369204346808, -0.24326006438609685, -0.2455060019966177, -0.24005528789163197, -0.2429311475185032, -0.24439209511347693, -0.2635215319865301]",5813.703272885162
"[0.0, 24.786925898012417, 85.58966354985151, 46.056841387775954, 8.287083637117307, 9.403769226418428, 0.0, 0.0, 34.390577640763084, 8.194821455866872, 3.6058390856142983, 5.165854540186105, 12.255263035177386, 14.327572059183149]","[0.0, 10.160342888044598, 21.953783794091564, -3.1319727029118485, 1.7751581203164322, 7.411736737069113, 0.0, 0.0, 17.31292584629548, 5.886378029273129, 1.5582502127666127, 1.4323961608635003, 4.795216419308901, 4.132567144178906]","[1.0599997005993709, 1.0575490119755657, 1.0264078189913528, 1.023188793489046, 1.0281257054753785, 1.0316009270580226, 1.0244019050498891, 1.0599986112888495, 1.004251019400824, 1.0014890649833215, 1.012868216879165, 1.0172397795847004, 1.0114760210011908, 0.9903295814077059]","[0.0, -0.036980411437052864, -0.16541003215975753, -0.13297589826461154, -0.1119770880335956, -0.2109702276246693, -0.19205211063160488, -0.19205210248972396, -0.22370276384990057, -0.2262839601389651, -0.22116792671394722, -0.2255053852865108, -0.22736465310462606, -0.24410724159834443]",5213.602070550421
"[0.0, 19.953484515652914, 93.6632108326793, 44.64031992322511, 6.673432600358858, 11.869162731497411, 0.0, 0.0, 33.922071041213954, 9.736062855724496, 3.762497321376517, 5.018288623420993, 11.392807903874127, 16.762873753929608]","[0.0, 11.96627050590278, 16.304259887936663, -3.4244370709768734, 1.7762670306369324, 6.785578858546614, 0.0, 0.0, 17.7814545779389, 6.329585783189664, 1.700418468887074, 1.7822378535185608, 5.196583432459334, 5.383807724200312]","[1.0599997343928802, 1.057887897849387, 1.0248509465022435, 1.0221205778260567, 1.0272128338202011, 1.0312339932562349, 1.0228285017730157, 1.0599987660935197, 1.0015862787670928, 0.9984101975493378, 1.0108963753345035, 1.0158183396239027, 1.0096416886434159, 0.9841215471358358]","[0.0, -0.03940427231295395, -0.1772524326761686, -0.1387132791119806, -0.11670171134370813, -0.22274351167742582, -0.20094210399258422, -0.20094209580531222, -0.23433410285446912, -0.23809939488532064, -0.2330219900618665, -0.23671428695735208, -0.23862546534428916, -0.25799791347618767]",5339.916525583584
"[0.0, 22.331612859153875, 95.96025684319723, 41.860482676854204, 7.726860505175182, 13.319496434187265, 0.0, 0.0, 34.40979102986023, 9.271131683419101, 2.9890671982189247, 6.215923540662393, 11.777254822975687, 16.494328838936138]","[0.0, 11.992958409480119, 18.50537588895148, -3.777534488268263, 1.4625919845087245, 8.382539894635894, 0.0, 0.0, 18.84967406455362, 5.0740446962754415, 2.1449888364305676, 1.5210644089616423, 6.070163181388751, 4.155647237792061]","[1.0599997354303672, 1.0575302463227378, 1.0241261878217685, 1.0221654957708586, 1.0269912777423644, 1.0310454285417159, 1.0231940080020987, 1.0599986973708846, 1.0023877732142217, 1.0000351905876375, 1.0115851280125978, 1.014767051105129, 1.0091581125592617, 0.9865052880478421]","[0.0, -0.041579090191683654, -0.1816841514589521, -0.14109949185345094, -0.11942184674547107, -0.22879886294677354, -0.2040904991449175, -0.20409049067143803, -0.23786555010192553, -0.2417610890614272, -0.23696071731758706, -0.24454851344586773, -0.2449887696749912, -0.2632035050253161]",5444.463810034889
"[0.0, 20.827734589732604, 106.84526631571768, 56.904089147195386, 7.925926312206072, 9.609618262011068, 0.0, 0.0, 30.712165901320883, 10.157646603505674, 3.6819161104922604, 6.798050399207617, 15.11948120728979, 16.992034954256084]","[0.0, 14.586044095927743, 20.171114388322533, -3.5719718682873998, 1.9118686175976074, 8.850547181195006, 0.0, 0.0, 15.01632340509995, 5.6052058321372655, 1.5724596677355605, 1.612865691282719, 5.790723317766264, 4.425626451923133]","[1.0599996624199375, 1.0574887256497392, 1.0217701602155382, 1.0207710759085833, 1.0263822656756776, 1.0382690671621229, 1.0255015577228814, 1.0599978446644285, 1.0079491504937748, 1.0054210763310092, 1.0181306082610113, 1.0208204413410336, 1.0145334640666823, 0.9912936136343011]","[0.0, -0.05186067962152162, -0.20808728875526292, -0.16224966024314813, -0.13625080413324217, -0.24644652831830277, -0.22269587304484595, -0.22269585834263733, -0.2548847678517933, -0.25959324880398305, -0.25554994863308145, -0.264320773671126, -0.2656625396380441, -0.28215131654404957]",5960.921028662596
"[0.0, 24.853939884988257, 111.79987244043933, 52.54573355143695, 6.097093574264942, 9.563459406887484, 0.0, 0.0, 28.11981248103335, 8.41857593338306, 2.959158973775634, 7.032654257938767, 14.123308912194746, 16.666921321380435]","[0.0, 12.243998962740845, 17.613921200079133, -3.803945514873646, 1.6706414479072345, 7.4789520235207245, 0.0, 0.0, 16.398700786360862, 5.1962153144088665, 2.120538542010703, 1.7504247315525907, 6.125094839645001, 5.490827467247952]","[1.0599996532567764, 1.057221171798822, 1.0208958096634604, 1.0218682908679075, 1.0273302428773172, 1.0354369552554386, 1.0250295387004627, 1.0599978768875342, 1.0061254329885663, 1.0041081599049144, 1.0159057380598062, 1.017389812808213, 1.0115725795372617, 0.9875271422869726]","[0.0, -0.05111756402750916, -0.20919027639301488, -0.15627721569668312, -0.13073574203143934, -0.23539128917422214, -0.2118158815833757, -0.21181586722455614, -0.2414789028254002, -0.2452274381965161, -0.24193546066778443, -0.2527749860476303, -0.2531526454463031, -0.2679995117535965]",5884.545336211681
"[0.0, 18.197300177977308, 81.72347702126932, 57.028360338806316, 7.579280323662634, 9.01385224399408, 0.0, 0.0, 33.46796709984369, 9.174449311332816, 2.9423831971446655, 6.38198978040195, 16.18596149212589, 12.127037184569822]","[0.0, 11.356242441905886, 18.193383292612612, -3.701426838365717, 1.8552302043322368, 7.5134585664955145, 0.0, 0.0, 13.604743371784854, 4.84057865102092, 1.4556159769509285, 1.7203090585648326, 5.8594294380237, 5.7520442517365655]","[1.0599996678094725, 1.0583396711747861, 1.027868144242323, 1.0234675545590783, 1.0285726148531076, 1.0358528278499053, 1.0270815688613661, 1.0599981952946893, 1.0098543915726919, 1.0075222973019884, 1.0184672816670286, 1.0188146861385794, 1.01273968119127, 0.9933200442129345]","[0.0, -0.037159370105877956, -0.16521434468260715, -0.1394887884124311, -0.1169610888268412, -0.220279018806748, -0.19834234728716155, -0.1983423373565054, -0.22970734168946533, -0.23356330062325037, -0.22886653168393498, -0.23700296355904507, -0.2383317968935232, -0.2476527375021729]",5258.851433976344
"[0.0, 22.002557628688837, 90.48077859233318, 50.46727636267825, 7.518803841397735, 9.055112602699397, 0.0, 0.0, 29.07626118451809, 9.28764284733899, 3.787708475870607, 5.882343546102597, 14.77196182996487, 12.70284650492268]","[0.0, 14.357801752135371, 21.95977419356501, -4.024123733688067, 1.480252926768024, 6.49006953514088, 0.0, 0.0, 14.583632687303963, 6.849834581207976, 2.085937508788495, 1.301092604713876, 5.943751371894502, 5.578617580493227]","[1.0599996951209916, 1.0578824730600964, 1.0258148447695874, 1.0238627573247818, 1.0287174912248007, 1.0321322752699609, 1.0256857382484257, 1.0599984217024843, 1.0064687764702558, 1.0023041653158735, 1.013017027118965, 1.016267994960943, 1.0098529911284366, 0.9899191521920392]","[0.0, -0.03838797272181921, -0.17239360825231798, -0.13659939289734044, -0.11460398962357188, -0.21418341418571307, -0.191667169520269, -0.19166716050764313, -0.221126235284266, -0.22521755774209232, -0.22216344415785533, -0.2299837743472687, -0.2308428160080737, -0.2406453539003813]",5283.296594010097
"[0.0, 22.95875347330068, 75.53287694891189, 54.55668706634474, 6.311325678071485, 12.994935067155106, 0.0, 0.0, 33.15222017600116, 7.71067989338455, 3.788633860515261, 5.376103949083951, 15.644490312134183, 13.806971316905855]","[0.0, 14.821678743247524, 15.300556137956157, -3.422587196314369, 1.5500366506006114, 8.10216470193058, 0.0, 0.0, 19.123346268646813, 4.920790556520355, 1.8159564212775148, 1.744305721025593, 6.115794787584062, 4.8966282398785355]","[1.059999732211439, 1.0576659809336877, 1.0282765033531187, 1.0214314415663475, 1.0264629043264573, 1.028993302019091, 1.0227665719503836, 1.0599988512861238, 1.001727489009352, 0.999705912052049, 1.0104364695671941, 1.0126181309913806, 1.005739123374243, 0.9855737964189918]","[0.0, -0.036190098181970186, -0.15744111561455126, -0.1357402134468632, -0.11432607727514059, -0.2238612703154367, -0.19625907261624187, -0.19625906541546803, -0.2287078326733176, -0.2326592592524198, -0.23084686693594017, -0.23918834977645448, -0.2412514482514409, -0.251796739103656]",5209.177564322537
"[0.0, 25.395240400650977, 81.81673247647122, 54.467121347192666, 7.3513430225099565, 9.572872873550077, 0.0, 0.0, 27.03699444685314, 8.292730355431448, 3.3467643762559067, 6.866478089284369, 10.8562528623933, 13.254781048355706]","[0.0, 12.220648408466472, 17.71024673455777, -4.480761306687147, 1.8670937088935933, 8.843958657498586, 0.0, 0.0, 18.173451283389202, 4.997778216493507, 1.8793944203819115, 1.2968542843564745, 6.283437321388408, 5.467135045301878]","[1.0599997061928719, 1.0576365670524643, 1.0273669526272085, 1.023743543925981, 1.0284997670175768, 1.028793114236775, 1.024424471186192, 1.0599986530517613, 1.0036586175911166, 1.0010893072125444, 1.0111644016460548, 1.0124575828891507, 1.0079178366547, 0.9871835920123884]","[0.0, -0.03536708823559292, -0.15982478274057849, -0.1306161409469343, -0.10910764100907931, -0.20314667606549128, -0.18201971336375466, -0.18201970582286572, -0.2095936579228158, -0.2134882192386321, -0.21048211929203942, -0.21865394217599105, -0.21701612885075708, -0.22911807191045802]",5129.47336449445
"[0.0, 23.109272490795195, 109.30256303721879, 56.77435996427307, 6.738561891117567, 12.315062845603283, 0.0, 0.0, 28.48547858017262, 10.5098751607398, 3.083902497556762, 7.158376068442334, 13.646837183874005, 12.515362771923833]","[0.0, 11.817406872972697, 17.344751620193744, -3.9647018979885464, 1.589499322081197, 7.445901478860276, 0.0, 0.0, 16.476757053962483, 6.544501522588349, 2.0337081419166845, 1.482966607902748, 4.650083424833661, 5.822491354916237]","[1.0599996711363748, 1.057117796301748, 1.020873804848182, 1.020451634679746, 1.0259454012339144, 1.0324199636685019, 1.0235532961376477, 1.0599979916176845, 1.0037007629250505, 1.0000709958266798, 1.0123839596398871, 1.0156413872411874, 1.0110516223941513, 0.9886268103425574]","[0.0, -0.05133605815385719, -0.20844111278772204, -0.1587829969896805, -0.1328283774200705, -0.2396620981260254, -0.21445817700075753, -0.2144581633763147, -0.24422457486093385, -0.2494173824732443, -0.2463201107862775, -0.25654919034751095, -0.25604067374617856, -0.26422452062483665]",5914.145790921268
"[0.0, 24.582332667184538, 103.75738054897693, 47.15102931025618, 8.382937965796854, 11.104764440639553, 0.0, 0.0, 34.108390704541044, 8.836482867074837, 4.003079751092841, 5.1275560084388205, 11.349824854428618, 15.187671003330182]","[0.0, 10.937208381970287, 18.788568340525547, -3.26720576179284, 1.665343670754119, 8.565282110258545, 0.0, 0.0, 19.87879080967049, 6.178009145401438, 2.026978872798585, 1.7086063278667092, 6.935445795322134, 5.642719534435546]","[1.059999698860116, 1.0569349687373473, 1.0216942398379452, 1.0199476638428562, 1.0253767245235483, 1.0291686900168278, 1.020425502713705, 1.0599985192273187, 0.997455628969639, 0.9948088120272104, 1.007612576369433, 1.0128286045570645, 1.0060021585636876, 0.9809532439104071]","[0.0, -0.0468695067514228, -0.19610024081452151, -0.14905066258480515, -0.1253664291670824, -0.22959094787007117, -0.20922278826508864, -0.2092227774516469, -0.24157693997785476, -0.24474439604316806, -0.23985097280909404, -0.24329973004878477, -0.2441718541733242, -0.2620199711560107]",5691.035305197255
"[0.0, 22.274161092837833, 107.24179026547709, 57.13280807343675, 8.204125512466295, 10.66211093098603, 0.0, 0.0, 30.72263457772205, 9.861860774585704, 3.9472545890245034, 5.896487187626939, 14.670225912198813, 17.38068664849747]","[0.0, 13.736467333790385, 20.040456665375277, -3.9491806778190104, 1.3972465076365623, 6.3708889578162555, 0.0, 0.0, 17.111279506444394, 6.138030334298826, 1.8184432302144298, 1.3033130960080728, 4.773928864421411, 4.226682369362972]","[1.059999703248695, 1.0571947848626164, 1.0212661561715326, 1.01981694397491, 1.0254955460207917, 1.0351393016932573, 1.0234518727463249, 1.0599981733882242, 1.0040508603766658, 1.0012136540733405, 1.0140881767794798, 1.0194041141437948, 1.0126074591053178, 0.9881932051544475]","[0.0, -0.052937829870326955, -0.2097991281678752, -0.16348068509958438, -0.13735832099885373, -0.24819993971870236, -0.22408513701751956, -0.2240851240163076, -0.2564532743990448, -0.2609472379898292, -0.25725292357470847, -0.26521464113133014, -0.2673860124359024, -0.2846634957837769]",6012.237539128297
"[0.0, 25.35918051740015, 88.92344526449912, 49.94065881398484, 7.184984469573208, 9.384379134402907, 0.0, 0.0, 28.408538846043665, 8.606398264841465, 3.948529919452156, 4.952431820386307, 12.396161142396648, 16.75807330164818]","[0.0, 12.254481896071407, 21.95483624829018, -3.4303309905150514, 1.4217133234305106, 8.53857412975441, 0.0, 0.0, 13.67391262139158, 4.849551997968267, 1.6281942014709816, 1.7673274093739488, 5.823181040487376, 4.911177684485539]","[1.0599996628253623, 1.057695235758489, 1.026246895827217, 1.024906928040267, 1.0298784480010987, 1.0361312265726188, 1.0280767876342198, 1.059998125326533, 1.0110787697158605, 1.0085344713339242, 1.0185233147718107, 1.020832357922325, 1.0145156336210792, 0.9925137193286411]","[0.0, -0.03886893293398971, -0.17082290399061845, -0.13623387916176805, -0.11430312229715422, -0.21213521624600595, -0.1916789805853517, -0.1916789706438604, -0.22123459613093643, -0.22507988501140652, -0.22143123298573508, -0.22606757617976156, -0.22816695284538796, -0.24605566534201678]",5297.545637823301
"[0.0, 19.29884336839046, 85.94986606802064, 38.436078456110494, 8.867509432195309, 12.033710042293986, 0.0, 0.0, 31.7338675363005, 10.734705179545092, 3.339224472688291, 6.618562431978816, 12.741456623638653, 17.011561240531083]","[0.0, 14.743513441151304, 15.241521264238276, -3.585178654193908, 1.3657115847690218, 7.361958593670471, 0.0, 0.0, 18.08368470717927, 5.2658657438784084, 2.0548017902040185, 1.3937019956107437, 5.491985883855458, 5.24447551684861]","[1.0599996997599244, 1.0583049576058174, 1.0271102493368345, 1.0236935885880691, 1.0280723414196147, 1.0305301433957406, 1.0239315239067168, 1.0599987327752376, 1.0031639647849344, 1.000054214402303, 1.0112856999068143, 1.0139857532403003, 1.0083337742252723, 0.9844862069001249]","[0.0, -0.03446031341413208, -0.1629199871026953, -0.129981177196213, -0.11072223467098054, -0.21956731494732676, -0.1928016475252711, -0.1928016395401969, -0.22650960778829973, -0.23188483889643874, -0.22778347144745806, -0.23640405329246977, -0.23674989885481065, -0.2532486847923852]",5107.485347498091
"[0.0, 20.911829683914792, 100.04905966038265, 43.40484916709522, 7.141366578532644, 13.405399431788425, 0.0, 0.0, 33.131668453838294, 9.548181195818486, 3.9770207154422828, 5.5806667288579135, 14.240428823586411, 15.439996797562927]","[0.0, 11.016650189905617, 17.307047103985322, -3.567186977316361, 1.6652455440465688, 8.917640641319359, 0.0, 0.0, 15.304172413963371, 4.723663590087668, 1.727147224698764, 1.814191437875433, 6.764544034447845, 4.472992959135888]","[1.059999656057296, 1.0577585464695476, 1.023703676090983, 1.0231200940259837, 1.02793706678566, 1.0356611573183478, 1.0262864595506864, 1.0599980368778406, 1.0085075222718292, 1.00612632965683, 1.0169610628458565, 1.01900681804572, 1.0123816563081758, 0.9918010634538855]","[0.0, -0.04359659656718197, -0.1885675851648901, -0.14543664226054756, -0.12298627590281441, -0.2342661187332755, -0.2078928823034413, -0.20789287030851122, -0.24120927532481498, -0.24611049952177463, -0.24297232103252953, -0.2493901293868286, -0.2510210645226154, -0.26566874170420823]",5544.891093644734
"[0.0, 18.139011231135168, 92.67649619888283, 57.234495390033715, 8.258277457115566, 11.409981576007187, 0.0, 0.0, 34.89631036141365, 10.541439577026154, 3.7553665949456256, 5.121588425222982, 11.922303042446966, 13.016100833818488]","[0.0, 11.215643682470086, 20.488084267735907, -3.9705586221122466, 1.2913012333072995, 8.232171711106956, 0.0, 0.0, 15.637501702496582, 5.425597657557397, 1.4485084817603118, 1.9121465490707312, 6.059850066878724, 4.845460332371982]","[1.0599996968234051, 1.0578819159947042, 1.024828766704915, 1.0215452718599394, 1.0270754612660935, 1.0340544068032584, 1.0246021639476404, 1.0599982402927752, 1.0056234503876755, 1.002742471238805, 1.0147145529436095, 1.0184187297923255, 1.012661038145649, 0.9915483951141935]","[0.0, -0.043120008342591325, -0.18365242713481764, -0.14931136896030314, -0.12502690070331554, -0.22890103513094864, -0.21002410492016638, -0.21002409428091215, -0.24245418488709874, -0.24666532763649685, -0.24050067833210675, -0.24235012998499575, -0.24377996218087578, -0.2592759317199233]",5547.3769218544985
"[0.0, 21.62728530170911, 93.34087906164889, 49.68234762716076, 6.169539275134611, 13.393777577286794, 0.0, 0.0, 25.857694357424883, 7.488638360796084, 3.741066588876571, 5.653371700498883, 12.039183674549287, 14.184528147189509]","[0.0, 13.572262500754727, 20.103292527094432, -4.46669431024748, 1.4200047558848738, 7.910238489591407, 0.0, 0.0, 17.15748379253142, 5.141670533527283, 1.7220190535936906, 1.809403449333634, 4.984309004706875, 4.869012395231681]","[1.059999681974543, 1.0579815955313971, 1.0254415622485078, 1.0245300026501232, 1.0291343989949053, 1.0306018173052325, 1.0260360494549259, 1.0599983326372369, 1.0067355672250353, 1.0041294023955964, 1.0136469961580077, 1.015211617028191, 1.0105253568208397, 0.9903271439256857]","[0.0, -0.037799455448877216, -0.17362366186546038, -0.13458223979031173, -0.11270097582581241, -0.21264226876128162, -0.1865630531753102, -0.18656304392226256, -0.21438256229197428, -0.21865982288971805, -0.21823193854044254, -0.2265631034820793, -0.22724189336322734, -0.23803486603182503]",5243.559851649894
"[0.0, 23.300911113129406, 82.96562015072702, 49.89469354346533, 6.356476568758349, 12.076839175377351, 0.0, 0.0, 35.15491182724729, 10.443903927158454, 4.050961198764555, 6.804721547499497, 14.536698075774996, 15.824273702541781]","[0.0, 14.734876475417746, 21.896575811915042, -4.286650097378772, 1.8734815738080783, 7.6592503541939765, 0.0, 0.0, 16.36183108697644, 6.127872703275806, 1.7086047457380762, 1.6872487846526258, 6.310629669851595, 5.249311050577101]","[1.0599997432731032, 1.0574619333033777, 1.0265772687221355, 1.0213796358984633, 1.0263326231365324, 1.032310712180209, 1.0233893425528484, 1.05999876726758, 1.0033740521712051, 1.0000191675169752, 1.0121415432683947, 1.0145228521561709, 1.008404969057884, 0.9855681390127824]","[0.0, -0.040501748794823676, -0.17000845546722468, -0.14272946004624437, -0.12061773706574988, -0.23529492390932646, -0.20864058684609244, -0.20864057891447155, -0.24391788506684348, -0.24883915014934557, -0.24492914310434763, -0.2526939447600396, -0.2534183951383525, -0.26847956221191716]",5419.745505579124
"[0.0, 18.570687613756096, 80.14843515045757, 44.052057622937916, 6.57164671312521, 9.455693399458195, 0.0, 0.0, 31.47077581294344, 10.302945217616939, 3.712834707978201, 5.1712556505935785, 13.897318899856206, 14.266026957900843]","[0.0, 11.778139860639547, 22.263684901029308, -4.278311632417256, 1.365663225331389, 7.428016439197391, 0.0, 0.0, 19.774112380409047, 5.381319980452641, 1.6935214436247275, 1.6636250925673892, 5.751992273239801, 4.4262017443168835]","[1.0599996749210658, 1.0586448836130828, 1.0286659132068217, 1.0243097785425357, 1.0289045143321998, 1.0286445525077497, 1.0234282265761199, 1.0599987407761302, 1.0015769865927033, 0.9984876858902015, 1.0097168947071329, 1.013135030883781, 1.0066951823174777, 0.986276111131519]","[0.0, -0.03056676555821572, -0.15254451701146038, -0.12411910774503712, -0.10440569228863901, -0.2057086072587033, -0.18332310153469114, -0.18332309398345115, -0.215161726121782, -0.2199687552017418, -0.2154318874347099, -0.22050305935079245, -0.22259806772168939, -0.2370543598148854]",4909.035089645887
"[0.0, 22.632523291859908, 97.38346358048898, 48.29161730246148, 6.631577093631237, 10.217113719894886, 0.0, 0.0, 28.697469853674942, 7.934121190966072, 2.9231221947275965, 6.49774684852542, 13.08603584135429, 12.667210520030947]","[0.0, 11.214499952740216, 19.068521967107948, -3.597653241119902, 1.8762816412377603, 6.684864198813497, 0.0, 0.0, 15.396335194790415, 6.13545613818552, 1.6680434714685544, 1.3508319866350396, 6.09590957982756, 5.8320630705706815]","[1.0599996719684404, 1.05778403403986, 1.0244070301412989, 1.0240606847402993, 1.0289137440705576, 1.0322334072198776, 1.0258908200862107, 1.0599982745581042, 1.006706027662384, 1.0036757067370692, 1.014581018769299, 1.0158820644150972, 1.0104662610133037, 0.9899604931277813]","[0.0, -0.03967199092371324, -0.17952957017893598, -0.13676802051526818, -0.11443377732804141, -0.21198355318763365, -0.1895926904766814, -0.18959268047215735, -0.2178513999870477, -0.2211487967924178, -0.21838747297738723, -0.22770395680845062, -0.22719841663702525, -0.23696245290973236]",5326.865012245606
"[0.0, 23.320551104512987, 112.5064670612777, 40.876552080689855, 6.257279619601205, 10.191120600950857, 0.0, 0.0, 27.186629572520474, 9.188748601097252, 3.245297486030239, 5.479773037652729, 11.622769509464352, 13.82938088516165]","[0.0, 15.095835694412642, 19.44149950679034, -3.9510261431144484, 1.3025683315872942, 8.52029704700308, 0.0, 0.0, 16.85678025636861, 5.030842524142963, 1.7652293222446505, 1.916790067637247, 5.347792216742295, 4.538919537097158]","[1.059999554851231, 1.057859323718228, 1.0219200966652144, 1.02525857227382, 1.0300960699145547, 1.0336947057875612, 1.0266742865088991, 1.059997398040739, 1.007733191186737, 1.0051103562809942, 1.0157620331418098, 1.0182404027103154, 1.013370715600023, 0.9929390609473517]","[0.0, -0.04351029589380717, -0.19700612604452017, -0.13971934249972628, -0.11685606079588505, -0.2121387172860491, -0.1918636689703333, -0.19186365368545522, -0.2197628327835944, -0.22398367552216358, -0.22015762186238055, -0.22578584379943634, -0.2267934953516873, -0.2404902729486384]",5480.757284935485
"[0.0, 23.45895617280368, 105.25850030616881, 55.78500998230021, 7.179389994676028, 9.15247599977821, 0.0, 0.0, 26.118781830536996, 10.115902625611358, 3.1076702408119634, 4.904554701807623, 13.54363618080733, 16.249710965565576]","[0.0, 13.964390661646876, 18.531872939319662, -3.3878748029985073, 1.3379573720313314, 8.131761494722042, 0.0, 0.0, 16.867293588931027, 5.4483632102720305, 1.6912734674326009, 1.3641202332496958, 6.0175908363268436, 5.164334270820645]","[1.059999665081478, 1.0573560957558763, 1.022159948401286, 1.0218830082528527, 1.0274962151423048, 1.0339961731731986, 1.0246649361412616, 1.0599980473697022, 1.0052486248262553, 1.0025928449112977, 1.0147341272131913, 1.018712550719836, 1.0112839828686015, 0.9877248518100407]","[0.0, -0.04759755201126367, -0.19885676966108384, -0.15164427718839296, -0.12659549504089376, -0.22601978747324628, -0.2052883146650724, -0.20528830194298445, -0.2339655375573533, -0.23861300968049304, -0.23428588321158955, -0.24064094408812764, -0.24262891590682542, -0.2587811712692962]",5721.879883297133
"[0.0, 23.32994811795572, 105.11938096238349, 38.71744599493473, 8.948787779537836, 9.273877966031824, 0.0, 0.0, 29.354492184926745, 7.429092603239221, 3.120936027736715, 6.291946883098952, 11.274452736654434, 14.445120468863088]","[0.0, 14.301254749347137, 16.037002731349414, -4.1851655822477065, 1.540217005360582, 7.763252041416987, 0.0, 0.0, 17.755212110042994, 4.8029372300137005, 2.033527872659715, 1.831202632248475, 4.787445409184084, 5.206374976194573]","[1.0599996189143461, 1.0578435529737238, 1.0232435639880468, 1.0251481583659372, 1.029627866694016, 1.0317899382966338, 1.0256765945365511, 1.059997981501147, 1.0056944436941464, 1.0036386241421265, 1.0138775744187078, 1.0158190168959895, 1.0115765597822628, 0.9894560256188704]","[0.0, -0.040300034345601324, -0.18584905101355964, -0.1346425646323643, -0.11337931293580551, -0.20803282507585433, -0.18789914748470649, -0.18789913565781105, -0.216447712616857, -0.21931987141257536, -0.21554961010686974, -0.22298560563898967, -0.22328986435980494, -0.23763987246175872]",5337.307581077619
"[0.0, 24.267939442345355, 81.19708191304612, 48.53338883803083, 8.410537787527256, 13.387604462806776, 0.0, 0.0, 26.5200296301275, 10.216744566152572, 3.0369937885601486, 5.363382701498178, 11.39463041621475, 17.031275323054174]","[0.0, 10.86160631710465, 17.068742340626134, -4.0133533582282, 1.8433153185922582, 7.2546844657667044, 0.0, 0.0, 15.045880483161339, 4.950707768966998, 1.7351415683043048, 1.6578148215540431, 5.298925309677614, 5.691991711149585]","[1.0599996800685447, 1.0578678489837217, 1.027898543444808, 1.0245353803024986, 1.028937574064665, 1.0326719483808031, 1.026722830384899, 1.0599984462363432, 1.0084068981580914, 1.0053395013413196, 1.0155288660603194, 1.0173430976857534, 1.01172475424053, 0.9883101483296945]","[0.0, -0.03559044587591461, -0.15977465703876684, -0.1316445777964933, -0.11127764252035865, -0.2138649845697971, -0.18804459314931365, -0.18804458465494933, -0.218177602822939, -0.22365392185201785, -0.22067559913734575, -0.22783636193802106, -0.228869257682376, -0.24463574568119037]",5154.957320992585
"[0.0, 20.36897234354313, 112.82175705965997, 45.07497150852777, 7.986230228888842, 12.939777615075931, 0.0, 0.0, 30.31690756612326, 8.987258559324188, 3.9306125619662375, 5.003034751201771, 15.579701502818372, 15.414301632664031]","[0.0, 10.212794928924579, 21.8065006701083, -3.307414529910296, 1.7415795240911358, 7.249564178663531, 0.0, 0.0, 14.364953072526488, 5.83390393351832, 1.6396059407000694, 1.6386795794227282, 6.352167616682599, 4.1625168291636765]","[1.0599996065971575, 1.057773463187347, 1.0213021805813356, 1.0228771900266391, 1.0278462446952228, 1.0374038749065877, 1.0269117189305497, 1.059997486875133, 1.0098116981721579, 1.0069598115722784, 1.018378702976065, 1.0215465308459477, 1.0141200323022281, 0.9938272068928145]","[0.0, -0.04919510208376495, -0.20786841811754428, -0.1540388464303752, -0.1300354154889859, -0.2398485922169366, -0.2131529397918404, -0.21315292360550483, -0.2446398236382224, -0.24922311900528205, -0.24727904601354528, -0.25481146314395237, -0.25737286901991424, -0.2704882561341827]",5805.69256495195
"[0.0, 20.489010739247767, 91.56346164592908, 44.42907424163181, 8.067930449804635, 13.138571102758457, 0.0, 0.0, 34.192254959251905, 7.560412360761664, 3.4914115750727936, 6.991160213899488, 15.662441943245245, 14.985538880471385]","[0.0, 10.696647026413334, 19.659047263833376, -3.3132194260874983, 1.3756273772232135, 8.316351293346342, 0.0, 0.0, 13.982081306400543, 5.099696124144617, 2.0397322294982287, 1.7414960695665869, 6.509818216561054, 5.979491349815844]","[1.0599996923508133, 1.0579092517914965, 1.0255400451884373, 1.0232655491031928, 1.0279297866752035, 1.0348534128918385, 1.0263989239890343, 1.0599983587927924, 1.0086792521552945, 1.0063994197024586, 1.016668681812758, 1.0166660922822393, 1.0105839506758776, 0.9891224653884255]","[0.0, -0.04044193437151527, -0.1769270853144465, -0.14129821954367713, -0.1200049931317555, -0.23285520876439872, -0.20387805302147932, -0.20387804319139746, -0.23725937342439612, -0.24095129396430232, -0.23908772932813144, -0.2503362433868936, -0.2508014880718308, -0.2616227201793682]",5406.018360132603
